"","gene","distance","Z","FC","p.value","p.adj"
"2912","Scn3b",1.03963549937363e-12,0.764535307969683,1.23185557919264e-08,0.999911443599034,0.999999999998216
"2472","Gm17300",1.03785794290561e-12,0.764237632840096,1.22764675619975e-08,0.99991159501172,0.999999999998216
"1684","BC043934",1.03718382714074e-12,0.764124611833259,1.22605249704008e-08,0.999911652433062,0.999999999998216
"2077","Rhbdl3",1.03718148350793e-12,0.764124218777775,1.22604695624098e-08,0.999911652632693,0.999999999998216
"1809","Gm37422",1.0371042743407e-12,0.764111269379699,1.22586442590739e-08,0.999911659209389,0.999999999998216
"1586","Creb3l3",1.03231887538243e-12,0.76330680907318,1.21457777617158e-08,0.999912066830817,0.999999999998216
"1961","A430110L20Rik",1.0307064504318e-12,0.763034920343114,1.21078653280845e-08,0.99991220417756,0.999999999998216
"1349","Opn1sw",1.02189641360599e-12,0.761541917110732,1.19017642572996e-08,0.999912954618605,0.999999999998216
"1627","Gm9888",1.02065124615e-12,0.761329880394106,1.18727776388408e-08,0.999913060682267,0.999999999998216
"2420","Pak7",1.01969366646651e-12,0.761166642774374,1.18505099006469e-08,0.999913142249134,0.999999999998216
"120","Gm12932",1.01712773546388e-12,0.76072848490278,1.17909443010774e-08,0.99991336081575,0.999999999998216
"875","Zfhx2os",1.01712188560582e-12,0.760727484737525,1.17908086737618e-08,0.999913361314043,0.999999999998216
"1661","Gm12925",1.01710050798136e-12,0.760723829701931,1.17903130461785e-08,0.999913363134994,0.999999999998216
"553","Piwil4",1.01334503460532e-12,0.760080559974617,1.17034062725413e-08,0.999913683027115,0.999999999998216
"2478","Wbscr17",1.01071808399983e-12,0.759629194620749,1.16428061430575e-08,0.999913906791396,0.999999999998216
"399","F2rl1",1.00795265651255e-12,0.759152784539425,1.15791815002362e-08,0.999914142351171,0.999999999998216
"2047","Kcnk10",1.0053831550189e-12,0.758708970873434,1.15202207926591e-08,0.999914361221923,0.999999999998216
"2759","Hist1h4j",9.82178128027114e-13,0.754649492457271,1.09945665185701e-08,0.999916337831676,0.999999999998216
"2953","Zfp7",9.63283792559745e-13,0.751273656587064,1.05756264008991e-08,0.999917947255693,0.999999999998216
"2809","Mb",9.61558498364026e-13,0.750962153511666,1.05377772703889e-08,0.999918094216666,0.999999999998216
"1964","Cenpi",9.58776504030736e-13,0.750458699868728,1.0476889393218e-08,0.999918331187609,0.999999999998216
"917","Fam196a",9.41520184976784e-13,0.747303298979397,1.01031514705271e-08,0.999919801084997,0.999999999998216
"1890","Clec9a",9.40895808281453e-13,0.747188062584636,1.00897559411044e-08,0.999919854269553,0.999999999998216
"1693","Dcc",9.40569531482166e-13,0.74712781419167,1.0082759454462e-08,0.999919882061889,0.999999999998216
"1434","Xcr1",9.38311379681232e-13,0.746710271189106,1.0034403497614e-08,0.9999200744118,0.999999999998216
"2268","Btbd8",9.36415833086664e-13,0.746359009988152,9.99390208772757e-09,0.999920235874913,0.999999999998216
"526","Sec1",9.35692964799427e-13,0.746224871545815,9.97847841326102e-09,0.999920297449006,0.999999999998216
"1707","Gm28694",9.24176758952303e-13,0.744073984725177,9.73436618349456e-09,0.999921278402177,0.999999999998216
"2438","Zfp869",9.14016219666287e-13,0.742154238308668,9.52150059679434e-09,0.999922143879346,0.999999999998216
"2034","Nkx6-1",9.13719664892166e-13,0.742097891329013,9.515323051301e-09,0.999922169139953,0.999999999998216
"2724","RP23-54G8.4",9.13451197193836e-13,0.742046865489778,9.50973231775633e-09,0.999922192008096,0.999999999998216
"1190","Trpc3",9.09287357143834e-13,0.741253573825136,9.42323233681262e-09,0.999922546684988,0.999999999998216
"2782","Xxylt1",9.07846377701625e-13,0.740978205024814,9.39338935117694e-09,0.999922669427962,0.999999999998216
"50","Gm43409",9.04588065900225e-13,0.740353954692668,9.32608354319443e-09,0.999922946971741,0.999999999998216
"1436","Tshr",9.04538952238521e-13,0.740344528200131,9.32507087080777e-09,0.999922951155254,0.999999999998216
"1569","1700001O22Rik",9.02971062505683e-13,0.740043334182717,9.29277151785643e-09,0.999923084708477,0.999999999998216
"1421","Six2",9.00174613895842e-13,0.739504849832362,9.23530230464539e-09,0.999923322910639,0.999999999998216
"1816","Rbm11",8.98925682889335e-13,0.739263822558672,9.20969337560503e-09,0.999923429294881,0.999999999998216
"873","Gm10309",8.98917662867707e-13,0.739262273733186,9.20952904253062e-09,0.999923429978029,0.999999999998216
"1312","4930570N18Rik",8.93709657449333e-13,0.73825361623047,9.10312477849898e-09,0.999923873597177,0.999999999998216
"2798","Rragb",8.91163458247484e-13,0.737758371292884,9.0513286476161e-09,0.999924090483035,0.999999999998216
"1426","Gcsam",8.90536894349846e-13,0.737636288454629,9.03860541031854e-09,0.999924143853898,0.999999999998216
"2779","Cited1",8.90443985358648e-13,0.737618178393001,9.03671952797117e-09,0.999924151767908,0.999999999998216
"2419","Adamts14",8.8830157161507e-13,0.737200055911067,8.99328703402461e-09,0.999924334259223,0.999999999998216
"2921","Gm15232",8.87250584892031e-13,0.736994577260278,8.97201895537591e-09,0.999924423782524,0.999999999998216
"2110","A730011C13Rik",8.86701630539496e-13,0.736887155638998,8.96092016257392e-09,0.999924470542587,0.999999999998216
"1552","Tsix",8.8248430277372e-13,0.736059698167289,8.87588306540378e-09,0.999924829775576,0.999999999998216
"2504","Mcm10",8.80111440391604e-13,0.735592416893721,8.8282155119659e-09,0.999925031896562,0.999999999998216
"2769","Mybl2",8.78922182868615e-13,0.735357752172259,8.80437323975418e-09,0.999925133197803,0.999999999998216
"2165","Jph4",8.77182813312707e-13,0.735013974745299,8.76956036106914e-09,0.999925281357718,0.999999999998216
"2293","Ptpn5",8.73972749714765e-13,0.734377753688053,8.70549312938807e-09,0.999925554791704,0.999999999998216
"2849","Doc2b",8.70081378966914e-13,0.733603403731149,8.62814315693789e-09,0.999925886259596,0.999999999998216
"2634","D930048N14Rik",8.66991644523553e-13,0.732986136760773,8.56697339026805e-09,0.999926149443915,0.999999999998216
"2144","Frrs1l",8.54535636290247e-13,0.730475480848141,8.32257947456226e-09,0.999927210449679,0.999999999998216
"1040","Als2cr12",8.53021007245556e-13,0.730167731969477,8.2931027655903e-09,0.999927339466144,0.999999999998216
"1975","Zfp575",8.50752875800156e-13,0.729705874233271,8.24905967666738e-09,0.999927532666123,0.999999999998216
"2693","Rpe65",8.48620453673046e-13,0.729270542251465,8.20775877128698e-09,0.999927714306351,0.999999999998216
"1939","Gm19461",8.48043395653525e-13,0.729152550961912,8.196600089802e-09,0.999927763460291,0.999999999998216
"1003","Frmpd3",8.45361787410447e-13,0.728603200670942,8.14484491133877e-09,0.999927991880323,0.999999999998216
"173","Tmem217",8.45356049042663e-13,0.728602023276083,8.1447343362981e-09,0.999927992369119,0.999999999998216
"1362","Gprc5a",8.45354169014509e-13,0.728601637531321,8.14469810940211e-09,0.99992799252926,0.999999999998216
"30","Tmem30c",8.3124209817302e-13,0.725682018828771,7.87503791911676e-09,0.999929194598834,0.999999999998216
"2529","Gm44029",8.21636456025439e-13,0.72366663683088,7.69408527151135e-09,0.999930012809732,0.999999999998216
"979","Gm11149",8.16948019886304e-13,0.722674493090898,7.60652755338932e-09,0.999930412171845,0.999999999998216
"1150","Rasd2",8.14061025448522e-13,0.722060764880788,7.55286146883747e-09,0.999930658086723,0.999999999998216
"893","Casq1",8.09402942396824e-13,0.721065992807539,7.46667333538254e-09,0.999931054863353,0.999999999998216
"2971","Pcdhgb4",8.02934002980355e-13,0.71967509396286,7.34779944302748e-09,0.999931605889162,0.999999999998216
"1849","Klkb1",7.96651460199568e-13,0.718313656009071,7.23326384254088e-09,0.99993214103766,0.999999999998216
"2678","Gm26632",7.91618122494668e-13,0.717215263082916,7.14215135952048e-09,0.999932569778572,0.999999999998216
"1967","Gpr75",7.89317791449647e-13,0.716710982018771,7.10070349116723e-09,0.999932765721321,0.999999999998216
"357","RP23-292C5.4",7.88993799489153e-13,0.716639839757089,7.09487542366073e-09,0.999932793319034,0.999999999998216
"2509","Angptl1",7.85423789102439e-13,0.715854022765861,7.03081541304122e-09,0.999933097413373,0.999999999998216
"928","Iyd",7.84205416189231e-13,0.715585032941917,7.00901950836507e-09,0.99993320119467,0.999999999998216
"2642","Il12rb2",7.83531938810955e-13,0.715436167122249,6.99698595431561e-09,0.999933258561634,0.999999999998216
"2154","Zfp618",7.81152504447808e-13,0.714909203434415,6.95455350630998e-09,0.999933461242423,0.999999999998216
"2870","Uprt",7.74535878137375e-13,0.713435483808943,6.83723762435134e-09,0.999934024848237,0.999999999998216
"1220","Nkx2-4",7.74253815945519e-13,0.713372384633247,6.83225870696362e-09,0.999934048874362,0.999999999998216
"1995","Ribc2",7.70418615613867e-13,0.712512168494369,6.76474032227903e-09,0.999934375557645,0.999999999998216
"2780","9630001P10Rik",7.70241743040793e-13,0.712472395085696,6.76163458299147e-09,0.999934390623693,0.999999999998216
"2299","Camk2a",7.68165872221043e-13,0.712004918912034,6.72523726868733e-09,0.999934567446867,0.999999999998216
"2778","Olfr558",7.66813525516425e-13,0.711699706389694,6.70157871498703e-09,0.999934682640083,0.999999999998216
"2990","Sdcbp2",7.66054262732834e-13,0.711528114873012,6.68831410745855e-09,0.999934747314269,0.999999999998216
"2539","Gm5900",7.65657493716942e-13,0.711438379331948,6.68138763056355e-09,0.999934781111149,0.999999999998216
"963","Mamdc4",7.64123291673663e-13,0.711090963511031,6.65463851959862e-09,0.999934911794846,0.999999999998216
"2719","Chst8",7.63633498739768e-13,0.710979906407199,6.64611018301868e-09,0.999934953515526,0.999999999998216
"812","Exoc3l2",7.63469267871872e-13,0.71094265248905,6.64325179853468e-09,0.99993496750475,0.999999999998216
"2067","Cyp4x1",7.63467385586315e-13,0.710942225468025,6.64321904153444e-09,0.999934967665084,0.999999999998216
"2833","Tcf21",7.63464070279494e-13,0.710941473344914,6.64316134617771e-09,0.999934967947482,0.999999999998216
"2382","Rspo1",7.63463301287707e-13,0.710941298888053,6.64314796366466e-09,0.999934968012985,0.999999999998216
"1787","Gm11730",7.63463215951316e-13,0.710941279528254,6.64314647858412e-09,0.999934968020254,0.999999999998216
"2886","Spdl1",7.63321893356146e-13,0.710909215516887,6.64068731673059e-09,0.999934980058147,0.999999999998216
"693","Gramd2",7.62975996891344e-13,0.710830712011694,6.63467027503319e-09,0.999935009521691,0.999999999998216
"2039","B930082K07Rik",7.59110271794276e-13,0.709950964560069,6.56760961420754e-09,0.99993533880508,0.999999999998216
"1069","Kcnh3",7.5724431030421e-13,0.709524734018755,6.53536174392047e-09,0.999935497748127,0.999999999998216
"2739","Plekhn1",7.56319934612802e-13,0.709313200622714,6.51941591979234e-09,0.99993557648667,0.999999999998216
"1896","Nxnl2",7.556120021771e-13,0.709151025488264,6.50721699241961e-09,0.999935636788524,0.999999999998216
"1942","Dpp6",7.54300161470271e-13,0.70885010895096,6.48464185614319e-09,0.99993574853143,0.999999999998216
"2424","Kif15",7.51615823439221e-13,0.708232750622167,6.43857001782093e-09,0.999935977183986,0.999999999998216
"137","Ptprn2",7.51253260070085e-13,0.708149199775499,6.43235985955781e-09,0.999936008067221,0.999999999998216
"82","Gm16702",7.50523094269719e-13,0.707980816130832,6.41986232508479e-09,0.999936070262919,0.999999999998216
"560","Avil",7.50521037411499e-13,0.707980341570347,6.41982713701768e-09,0.999936070438122,0.999999999998216
"616","Fbxo15",7.50520020792693e-13,0.707980107014515,6.41980974506662e-09,0.999936070524718,0.999999999998216
"470","Gm21981",7.50517567117157e-13,0.707979540897489,6.41976776855984e-09,0.999936070733723,0.999999999998216
"67","AI317395",7.50516313012644e-13,0.707979251547232,6.41974631389082e-09,0.999936070840548,0.999999999998216
"678","1700001J03Rik",7.50515840082241e-13,0.707979142431373,6.41973822321457e-09,0.999936070880832,0.999999999998216
"2345","Ntf3",7.48903790470890e-13,0.707606811203348,6.39218964502201e-09,0.999936208195604,0.999999999998216
"1777","Rbp7",7.48502395431549e-13,0.707513979077019,6.38533935091509e-09,0.99993624238653,0.999999999998216
"2915","Dnajb3",7.48181123725866e-13,0.707439641999881,6.37985910497151e-09,0.999936269752531,0.999999999998216
"329","Gm16503",7.46883340834645e-13,0.707139035327062,6.35774549948255e-09,0.999936380297988,0.999999999998216
"2214","Gm7808",7.45976582195311e-13,0.706928696184759,6.34231754477728e-09,0.999936457535906,0.999999999998216
"1489","Pkd1l2",7.45104496097181e-13,0.70672616201691,6.32749720309533e-09,0.999936531820409,0.999999999998216
"997","Ckm",7.45104382934782e-13,0.706726135720794,6.32749528112408e-09,0.999936531830048,0.999999999998216
"2877","Gsta3",7.44984612895281e-13,0.7066983019477,6.32546124812637e-09,0.999936542032089,0.999999999998216
"2698","4933433G15Rik",7.44225289445496e-13,0.706521737427639,6.31257340261909e-09,0.999936606711442,0.999999999998216
"1422","Xrra1",7.43482078725267e-13,0.706348747487802,6.29997176248846e-09,0.999936670018309,0.999999999998216
"596","Rxfp2",7.43480622665283e-13,0.706348408407544,6.29994708636494e-09,0.999936670142337,0.999999999998216
"211","Gm13066",7.43480464471781e-13,0.706348371568161,6.29994440543271e-09,0.999936670155812,0.999999999998216
"766","Ccdc177",7.40757705458949e-13,0.705713160236484,6.2538858413603e-09,0.999936902081077,0.999999999998216
"2049","Gm6471",7.39886418541853e-13,0.705509405388497,6.23918272229444e-09,0.999936976297505,0.999999999998216
"1587","Hist1h2bm",7.39698566142232e-13,0.70546544415444,6.23601494781097e-09,0.999936992298817,0.999999999998216
"2318","Eda",7.39513656028131e-13,0.705422160722384,6.23289757497331e-09,0.999937008049505,0.999999999998216
"2196","Klhl3",7.39509807340085e-13,0.705421259714942,6.2328326987786e-09,0.999937008377338,0.999999999998216
"2471","Syt14",7.3950454709284e-13,0.705420028243167,6.23274402889458e-09,0.999937008825407,0.999999999998216
"714","Gm42697",7.39503999591064e-13,0.705419900067521,6.23273479991235e-09,0.999937008872043,0.999999999998216
"172","Trpc7",7.3670499533845e-13,0.704763399117553,6.18564259778645e-09,0.999937247291896,0.999999999998216
"2145","Iqgap3",7.36703256814506e-13,0.704762990586417,6.18561340326451e-09,0.999937247439984,0.999999999998216
"522","Qrfp",7.36701262314711e-13,0.704762521903028,6.18557991030014e-09,0.999937247609876,0.999999999998216
"2703","Gm10644",7.29107276591744e-13,0.702968893634114,6.05871409422793e-09,0.999937894467398,0.999999999998216
"1320","Efcab6",7.24860650890903e-13,0.701957833213186,5.98834265968829e-09,0.999938256195993,0.999999999998216
"1773","Cma1",7.22524560091999e-13,0.70139915069304,5.9498062328656e-09,0.999938455184767,0.999999999998216
"2567","1700016C15Rik",7.21630508306942e-13,0.701184864381962,5.93509076423548e-09,0.999938531340312,0.999999999998216
"2342","Anxa8",7.21082113552645e-13,0.701053295577801,5.92607358469407e-09,0.999938578052709,0.999999999998216
"1317","Clec1b",7.12663191187777e-13,0.699020981235455,5.78850283398338e-09,0.999939295178533,0.999999999998216
"2819","2010015M23Rik",7.12277679844879e-13,0.698927353539332,5.7822420085039e-09,0.999939328016481,0.999999999998216
"825","Ly6g5b",7.0439623233883e-13,0.697002183589521,5.65498741217335e-09,0.999939999360068,0.999999999998216
"911","Gria4",6.99868846604335e-13,0.695886669841689,5.58252810320715e-09,0.999940385003869,0.999999999998216
"185","Gm10825",6.98938409637516e-13,0.695656535996505,5.56769464449257e-09,0.999940464258713,0.999999999998216
"2592","Chek1",6.97317980806687e-13,0.695255017810496,5.54190812490659e-09,0.999940602287229,0.999999999998216
"1001","Pappa",6.92746446931212e-13,0.694117281190012,5.46948213065676e-09,0.99994099169158,0.999999999998216
"919","Icam4",6.91738357475703e-13,0.693865397720664,5.45357525598347e-09,0.999941077560881,0.999999999998216
"2672","St8sia2",6.88965193176017e-13,0.693170616936816,5.40993637192546e-09,0.99994131377968,0.999999999998216
"2063","Irf6",6.8747746385549e-13,0.692796748139581,5.38659751189759e-09,0.99994144050482,0.999999999998216
"2207","Tmem178b",6.83735976460836e-13,0.691852969007506,5.32812564750423e-09,0.999941759205613,0.999999999998216
"1311","Gm28935",6.79477715991955e-13,0.690772619831359,5.26196591262153e-09,0.99994212192526,0.999999999998216
"744","Treml1",6.79471053696575e-13,0.690770924337556,5.26186272572224e-09,0.999942122492756,0.999999999998216
"330","RP24-445D7.2",6.79462503088511e-13,0.690768748261269,5.26173029375913e-09,0.999942123221099,0.999999999998216
"640","Colec11",6.72535474246542e-13,0.688996931226511,5.15499190773583e-09,0.999942713267075,0.999999999998216
"1527","Fstl4",6.71902877000664e-13,0.68883422787185,5.14529873876893e-09,0.99994276715186,0.999999999998216
"886","RP24-267C3.3",6.71608338002181e-13,0.688758421207049,5.14078868524838e-09,0.999942792240762,0.999999999998216
"1762","9130213A22Rik",6.63575276613222e-13,0.686678182113972,5.0185469028383e-09,0.999943476498856,0.999999999998216
"618","Ctsg",6.63178273913251e-13,0.686574731589473,5.01254372356784e-09,0.999943510315641,0.999999999998216
"2585","Ccsap",6.62561631989778e-13,0.686413926577795,5.00322644735163e-09,0.999943562841348,0.999999999998216
"2204","Gm7008",6.55470657862412e-13,0.68455409637322,4.89670684302201e-09,0.999944166852223,0.999999999998216
"2251","Bdkrb1",6.54846921587461e-13,0.684389553876987,4.88739200807816e-09,0.999944219982228,0.999999999998216
"1432","Sun3",6.53426737234914e-13,0.684014330051533,4.86621615503296e-09,0.999944340953872,0.999999999998216
"2790","Acbd7",6.52389152201181e-13,0.68373968327345,4.8507741659349e-09,0.999944429335614,0.999999999998216
"2142","Hist1h2ak",6.49855925183578e-13,0.683067329376188,4.81317619312116e-09,0.999944645116498,0.999999999998216
"1905","Foxb1",6.4622810840438e-13,0.682099941955746,4.75958713801115e-09,0.999944954134801,0.999999999998216
"2010","4930524O07Rik",6.44836351282913e-13,0.681727396547771,4.7391081273488e-09,0.999945072685006,0.999999999998216
"2262","Nnmt",6.4483208507785e-13,0.68172625335204,4.73904542015135e-09,0.999945073048402,0.999999999998216
"1922","BC106179",6.41351443101635e-13,0.68079106751936,4.68802313675644e-09,0.99994536953032,0.999999999998216
"66","Gm12406",6.34621562540332e-13,0.678968591699153,4.59015384690286e-09,0.999945942783158,0.999999999998216
"2520","Gm1667",6.33485316094504e-13,0.678659012965896,4.57373184909198e-09,0.999946039568903,0.999999999998216
"1789","Gm16104",6.32685861913259e-13,0.678440867475442,4.56219509606679e-09,0.999946107666601,0.999999999998216
"2209","Zfp947",6.31803976088428e-13,0.678199913537524,4.54948568872392e-09,0.999946182785847,0.999999999998216
"802","Cdnf",6.31324558601029e-13,0.678068785146903,4.54258394210032e-09,0.999946223622744,0.999999999998216
"2104","Gm26867",6.26549529720815e-13,0.676757352807922,4.47412806057285e-09,0.999946630360848,0.999999999998216
"1784","Kcns3",6.25302431468915e-13,0.676413221928923,4.4563349761917e-09,0.999946736588976,0.999999999998216
"505","Ccdc87",6.22197887426289e-13,0.675553589776122,4.41219459447949e-09,0.999947001034781,0.999999999998216
"2546","Gm12689",6.20173325607944e-13,0.674990717864808,4.38352774172123e-09,0.999947173487442,0.999999999998216
"2387","Tbx21",6.17501041289324e-13,0.674244984777376,4.34583248950494e-09,0.999947401113261,0.999999999998216
"1729","Ppl",6.17124503381141e-13,0.674139651660658,4.34053412835261e-09,0.99994743318685,0.999999999998216
"2704","9430037G07Rik",6.1602266924278e-13,0.673831058989314,4.32504850366501e-09,0.999947527041346,0.999999999998216
"2569","Zdhhc15",6.11415061876533e-13,0.672534674191176,4.26059114173704e-09,0.999947919518445,0.999999999998216
"2796","Cabp1",6.10494960331323e-13,0.672274643218575,4.24777749989237e-09,0.999947997892916,0.999999999998216
"214","Fam219aos",6.07613529515687e-13,0.671457811635045,4.20777457374739e-09,0.999948243333883,0.999999999998216
"2858","Zfp811",6.04397136760419e-13,0.670541501289509,4.16334490135843e-09,0.999948517306989,0.999999999998216
"2709","Eaf2",5.92445879216756e-13,0.667094091891235,4.00032208599578e-09,0.99994953531797,0.999999999998216
"2574","Rep15",5.91946653920021e-13,0.66694859972324,3.99358317317016e-09,0.9999495778421,0.999999999998216
"1175","Gm10655",5.91071587488078e-13,0.666693281824386,3.98178458453576e-09,0.999949652380469,0.999999999998216
"792","Gm26821",5.88161995156243e-13,0.665841662972261,3.9426798289318e-09,0.999949900220241,0.999999999998216
"2167","Mc3r",5.85301630344007e-13,0.665000393977389,3.90442478961208e-09,0.999950143866801,0.999999999998216
"2582","Gm11491",5.85051792898161e-13,0.664926721274779,3.90109227428952e-09,0.999950165148015,0.999999999998216
"1987","Gdf3",5.8495186808248e-13,0.664897246505731,3.89975980204829e-09,0.999950173659634,0.999999999998216
"1060","Ank1",5.84463394093589e-13,0.6647530901075,3.89324940022707e-09,0.999950215267966,0.999999999998216
"2740","Gm28873",5.83906999226988e-13,0.664588744396009,3.88584037196129e-09,0.999950262661814,0.999999999998216
"395","Dhh",5.83668221548748e-13,0.66451816783534,3.88266294052257e-09,0.999950283000954,0.999999999998216
"2859","Cd209c",5.82525766877389e-13,0.66418009308163,3.86747820017853e-09,0.999950380315516,0.999999999998216
"1153","Klf1",5.82349823894289e-13,0.664127970016133,3.86514232791434e-09,0.999950395302382,0.999999999998216
"1078","Myoc",5.81402986786984e-13,0.663847202867033,3.852583948303e-09,0.999950475954194,0.999999999998216
"993","Reln",5.79720299598187e-13,0.663347118527199,3.83031604549980e-09,0.999950619285891,0.999999999998216
"2659","Gm9797",5.78770246970718e-13,0.66306413617465,3.81777199622113e-09,0.999950700211602,0.999999999998216
"1055","Gm9873",5.78459790306151e-13,0.662971564363177,3.81367733213974e-09,0.999950726656375,0.999999999998216
"2591","Chp2",5.7778414205506e-13,0.662769930480635,3.80477368956547e-09,0.999950784208255,0.999999999998216
"519","Tnfsf11",5.77726005551843e-13,0.662752569927703,3.80400805723538e-09,0.999950789160336,0.999999999998216
"1222","Irx2",5.77630932643387e-13,0.662724175821163,3.80275615460902e-09,0.999950797258669,0.999999999998216
"1242","Rhbg",5.77629145509752e-13,0.662723642038634,3.80273262393386e-09,0.999950797410898,0.999999999998216
"1560","4931431C16Rik",5.764434200309e-13,0.662369129158725,3.78713656516345e-09,0.999950898411278,0.999999999998216
"2595","Zfp551",5.70696827180399e-13,0.660640739605759,3.71200463620141e-09,0.999951387907434,0.999999999998216
"2513","4930427A07Rik",5.69982258673571e-13,0.660424621955957,3.70271486657183e-09,0.999951448774551,0.999999999998216
"2602","Asb10",5.69965942910955e-13,0.660419684216765,3.70250288891385e-09,0.999951450164332,0.999999999998216
"2140","Cpsf4l",5.69386079965047e-13,0.660244106187729,3.69497313333113e-09,0.999951499557196,0.999999999998216
"2862","4930599N23Rik",5.69332878931266e-13,0.660227988496166,3.69428268017898e-09,0.999951504088873,0.999999999998216
"2527","Ttll13",5.69221271381632e-13,0.660194171243434,3.69283442577507e-09,0.999951513595631,0.999999999998216
"272","Gpc2",5.68485973208277e-13,0.659971211254964,3.68330006449289e-09,0.999951576228506,0.999999999998216
"1786","Stab2",5.68484307516584e-13,0.65997070585469,3.683278480026e-09,0.99995157637039,0.999999999998216
"1237","Gm16685",5.67986054196779e-13,0.65981946141954,3.67682482259102e-09,0.999951618811727,0.999999999998216
"1092","Hoxa7",5.67766045579164e-13,0.659752636323509,3.67397694817269e-09,0.999951637552114,0.999999999998216
"2005","Tepp",5.67765687337401e-13,0.659752527490861,3.67397231185611e-09,0.999951637582629,0.999999999998216
"1338","Pcdhgb2",5.67761113126055e-13,0.659751137854808,3.67391311328701e-09,0.999951637972261,0.999999999998216
"1874","0610039K10Rik",5.6734039361866e-13,0.659623276905764,3.66847028111373e-09,0.99995167380925,0.999999999998216
"2550","Col5a1",5.6719652915086e-13,0.659579533576015,3.66661003771716e-09,0.999951686063659,0.999999999998216
"594","Ptchd1",5.6705633893177e-13,0.65953689691039,3.66479775814818e-09,0.999951698005096,0.999999999998216
"914","3100003L05Rik",5.66069959933259e-13,0.65923661099665,3.65205921595266e-09,0.999951782025095,0.999999999998216
"1100","Colq",5.66067478620003e-13,0.659235854953673,3.65202719912179e-09,0.999951782236454,0.999999999998216
"1359","Gm43661",5.66063723578913e-13,0.659234710806367,3.65197874741867e-09,0.999951782556309,0.999999999998216
"204","Foxl2",5.66061882696607e-13,0.659234149893519,3.6519549944317e-09,0.999951782713116,0.999999999998216
"2307","Msc",5.66061438543598e-13,0.659234014560791,3.65194926351707e-09,0.999951782750949,0.999999999998216
"1461","Ebf3",5.66061095750385e-13,0.659233910112163,3.65194484045287e-09,0.999951782780149,0.999999999998216
"972","Gm43403",5.66060856757934e-13,0.65923383729145,3.6519417567325e-09,0.999951782800506,0.999999999998216
"1727","Il17rb",5.66060381300692e-13,0.659233692420107,3.65193562191005e-09,0.999951782841006,0.999999999998216
"1019","Gm26765",5.65846616979334e-13,0.65916854649092,3.64917794387951e-09,0.999951801049502,0.999999999998216
"682","Gm17315",5.65109694604625e-13,0.658943778914359,3.6396792221408e-09,0.999951863820726,0.999999999998216
"1459","Gm609",5.62606354987598e-13,0.658178074879392,3.60750432793492e-09,0.999952077055795,0.999999999998216
"551","Gm8444",5.62305627817623e-13,0.658085864627497,3.60364875605487e-09,0.999952102671807,0.999999999998216
"2918","Cldn22",5.57671063634758e-13,0.656658612638129,3.5444904841484e-09,0.999952497445095,0.999999999998216
"2266","Fhdc1",5.57489703383447e-13,0.65660252376473,3.54218545095038e-09,0.999952512893404,0.999999999998216
"1566","Chrnb2",5.55929547459629e-13,0.656119273466406,3.52238731399628e-09,0.99995264578786,0.999999999998216
"1213","1700105P06Rik",5.52791033548953e-13,0.655143070956485,3.48272813119756e-09,0.999952913127227,0.999999999998216
"2322","Fanci",5.51803303070435e-13,0.65483471673465,3.4702933295776e-09,0.999952997262346,0.999999999998216
"2766","Zfp661",5.50345550653485e-13,0.6543786331743,3.45198192672388e-09,0.999953121434046,0.999999999998216
"2327","Zscan25",5.50142133430713e-13,0.654314895822925,3.44943057401646e-09,0.999953138761174,0.999999999998216
"1165","Gm14703",5.49162129340018e-13,0.654007502086374,3.43715212830455e-09,0.999953222238157,0.999999999998216
"1546","Pcdhgb7",5.48004973665328e-13,0.653643844835792,3.42268234055447e-09,0.999953320804955,0.999999999998216
"2056","4833413G10Rik",5.47514043625261e-13,0.653489332325968,3.41655267015972e-09,0.999953362622493,0.999999999998216
"2198","Micalcl",5.46950175245173e-13,0.653311694978094,3.40951908252198e-09,0.999953410652937,0.999999999998216
"2753","Cadps2",5.46948471967576e-13,0.653311158115341,3.40949784713825e-09,0.999953410798023,0.999999999998216
"2232","Ict1os",5.46735772754869e-13,0.653244103656443,3.40684656813732e-09,0.999953428915793,0.999999999998216
"1540","2810425M01Rik",5.46652929352601e-13,0.653217979911751,3.40581421067271e-09,0.999953435972414,0.999999999998216
"1914","Gm15247",5.45958053696869e-13,0.652998704796821,3.39716113996587e-09,0.999953495162089,0.999999999998216
"844","Mlana",5.45956910786986e-13,0.652998343913302,3.39714691673039e-09,0.999953495259442,0.999999999998216
"1369","Enpp6",5.4595443178477e-13,0.652997561144707,3.39711606625319e-09,0.999953495470604,0.999999999998216
"1712","Fam159a",5.43904707237139e-13,0.652349138698644,3.37165576919758e-09,0.999953670066632,0.999999999998216
"1824","Abca8b",5.42157290840195e-13,0.651794444886886,3.35002616271501e-09,0.99995381891198,0.999999999998216
"1443","Otof",5.40097461390158e-13,0.651138311605711,3.3246188719106e-09,0.999953994368746,0.999999999998216
"2965","Lmtk3",5.39408528882202e-13,0.650918309927689,3.31614270835412e-09,0.999954053052182,0.999999999998216
"2103","Lrrtm3",5.37702514111506e-13,0.65037232147113,3.29519961352058e-09,0.999954198370929,0.999999999998216
"2603","Csprs",5.34106156281733e-13,0.649215735319033,3.25126793910296e-09,0.999954504709551,0.999999999998216
